"year","padded_population_of_researchers","number_of_inmigrations","number_of_outmigrations","region","incomelevel","gdp_per_capita","population","syn"
2010,131,33,17,"Latin America & Caribbean","UMC",2889.68588721937,11871565,FALSE
2016,484,27,14,"Europe & Central Asia","LMC",1242.77022029305,8900583,FALSE
2004,429,12,22,"Latin America & Caribbean","UMC",3773.03379319679,2664024,FALSE
2018,42,6,0,"Latin America & Caribbean","UMC",7724.04241057376,322106,FALSE
2003,666,18,21,"Europe & Central Asia","UMC",2789.15906483509,2868833,FALSE
2019,5838,183,192,"East Asia & Pacific","UMC",3668.21208337097,240981299,FALSE
2007,141,9,10,"Latin America & Caribbean","HIC",16494.2430408684,373272,FALSE
2008,11431,204,189,"Latin America & Caribbean","UMC",5534.68944688199,36653031,FALSE
2015,32,1,3,"Latin America & Caribbean","HIC",87184.5121355204,47789,FALSE
2004,296,14,34,"Latin America & Caribbean","HIC",4012.05416513441,1322572,FALSE
1999,23688,593,529,"Latin America & Caribbean","HIC",4980.01080203526,38663481,FALSE
2020,56136,1924,2037,"Europe & Central Asia","HIC",46757.9518559598,11209057,FALSE
2000,76,6,3,"Latin America & Caribbean","UMC",1728.34074341006,5416324,FALSE
2019,141,41,25,NA,NA,NA,NA,FALSE
2018,248621,1870,2396,"Latin America & Caribbean","UMC",8680.73646873878,205188205,FALSE
2005,13034,365,141,"Middle East & North Africa","LMC",1133.10546057176,80629670,FALSE
2007,39,1,1,"Sub-Saharan Africa","LIC",131.02323900236,6541755,FALSE
2010,70,9,11,"Sub-Saharan Africa","LIC",562.499219444201,1396499,FALSE
2016,219,26,23,"Europe & Central Asia","HIC",173611.687859934,271080,FALSE
2003,160362,3668,4113,"Europe & Central Asia","HIC",26734.9425369252,63628261,FALSE
2005,94,4,7,"Latin America & Caribbean","UMC",1960.51476554933,6091188,FALSE
2017,496,23,14,"Latin America & Caribbean","UMC",6136.0583014952,6266615,FALSE
2009,59,2,10,"South Asia","LMC",1661.99788468931,597375,FALSE
2009,3997,177,116,"Middle East & North Africa","LMC",7914.1095681645,6274342,FALSE
2019,1260,40,34,"Europe & Central Asia","HIC",184639.750063228,421437,FALSE
2011,745,55,17,"Middle East & North Africa","UMC",3352.11259506043,14496797,FALSE
2017,87927,1117,781,NA,NA,NA,NA,FALSE
2018,43537,752,1030,"Middle East & North Africa","LMC",2645.6225349104,103740765,FALSE
2006,30331,367,463,"Europe & Central Asia","HIC",14621.2395956755,10022650,FALSE
2017,1,0,1,"Latin America & Caribbean","UMC",7117.55476276649,108231,FALSE
2002,321,29,24,"Middle East & North Africa","UMC",894.329094332383,3786161,FALSE
2020,80,2,2,"East Asia & Pacific","LMC",4042.72275154324,283218,FALSE
1998,796,10,9,"Europe & Central Asia","UMC",570.799866188293,15071640,FALSE
2004,159,11,4,"Latin America & Caribbean","LMC",892.355341638943,8746084,FALSE
2015,40,4,8,"South Asia","UMC",6719.33026775987,175623,FALSE
2004,532,26,20,"Europe & Central Asia","UMC",2109.5263835731,2927519,FALSE
2002,1231,52,56,"Sub-Saharan Africa","LMC",430.367259869666,22496951,FALSE
2012,4981,79,58,"Europe & Central Asia","HIC",15008.3132445526,1331475,FALSE
1999,19,2,3,"Sub-Saharan Africa","LIC",249.574756958438,2895224,FALSE
2020,21,3,2,"Europe & Central Asia","HIC",NA,47989,FALSE
2009,2313,87,67,"East Asia & Pacific","LMC",762.297960300667,144135934,FALSE
2006,35,1,1,"East Asia & Pacific","LMC",1250.9538420042,570990,FALSE
2007,315383,7398,7651,"Europe & Central Asia","HIC",41103.2564363768,80982500,FALSE
2008,18549,254,164,"Middle East & North Africa","LMC",4200.17264387775,38663481,FALSE
2006,65326,1261,1023,"Europe & Central Asia","HIC",60020.3604576572,16381696,FALSE
2015,314144,9020,8503,"Europe & Central Asia","HIC",43426.2981405143,64128273,FALSE
2019,525,21,11,"East Asia & Pacific","LMC",2578.49864720758,7105006,FALSE
2016,9383,302,211,"Middle East & North Africa","UMC",4725.19357334032,38697943,FALSE
2000,17568,369,280,"Europe & Central Asia","HIC",15797.7821340276,9750149,FALSE
2017,1333,70,45,"Sub-Saharan Africa","LIC",762.303780103138,31546691,FALSE
2020,3509,206,126,"Europe & Central Asia","HIC",25558.4290544506,1228836,FALSE
2012,53884,551,540,"Europe & Central Asia","HIC",13558.3411314221,9971727,FALSE
2004,33,2,9,"Sub-Saharan Africa","LIC",286.28590628988,45895524,FALSE
2011,6719,127,96,"Middle East & North Africa","LMC",4946.56401720759,21336697,FALSE
2008,1242,23,26,"Europe & Central Asia","LMC",1082.28602501699,27302800,FALSE
2016,198,11,1,"Sub-Saharan Africa","LIC",781.554340476871,6964859,FALSE
1998,618,24,11,"Europe & Central Asia","UMC",1468.66867224573,7913000,FALSE
2012,1265,57,45,"Sub-Saharan Africa","LIC",240.347971955032,81996185,FALSE
2010,23,1,3,"East Asia & Pacific","LMC",810.21648418078,1205813,FALSE
2006,951,55,35,"Middle East & North Africa","HIC",41035.7771227892,1392803,FALSE
2008,652,25,19,"Sub-Saharan Africa","LIC",516.902539255093,21731053,FALSE
2007,87488,1109,703,"Europe & Central Asia","HIC",74809.9658049898,16615394,FALSE
2013,10213,219,111,"Middle East & North Africa","LMC",4361.94912218432,10784504,FALSE
2002,21662,716,913,"Europe & Central Asia","HIC",29899.1952495081,8343323,FALSE
2014,470,27,29,"Latin America & Caribbean","UMC",4124.05538986272,16858333,FALSE
2012,42,5,0,"Latin America & Caribbean","UMC",7833.19501250117,160594,FALSE
2002,4908,82,49,"Middle East & North Africa","LMC",1902.94763906684,33435080,FALSE
2003,6201,283,304,"Europe & Central Asia","LMC",1416.60375976563,44792368,FALSE
2003,26,5,0,NA,NA,NA,NA,FALSE
2006,40,1,4,"Sub-Saharan Africa","LIC",664.59765601918,11894727,FALSE
2008,133,13,10,"Sub-Saharan Africa","UMC",4322.62926597991,1196287,FALSE
2014,703,41,29,"Sub-Saharan Africa","LMC",1729.64747097057,9880593,FALSE
2010,2490,88,74,"South Asia","LMC",475.63597612014,142628831,FALSE
2005,2709,124,60,"East Asia & Pacific","UMC",1642.78359414797,214072421,FALSE
2015,145,9,8,"Sub-Saharan Africa","LIC",352.22685487121,12220227,FALSE
2010,44,6,7,"Sub-Saharan Africa","LMC",1661.99788468931,3081229,FALSE
2013,297,22,11,"East Asia & Pacific","LMC",2134.80541826155,18560798,FALSE
2007,3225,38,61,"Europe & Central Asia","UMC",6376.17569162063,10024283,FALSE
2006,13,0,1,"South Asia","UMC",7618.90541950613,71428,FALSE
2001,218,13,13,"Middle East & North Africa","LIC",784.757980515193,21966298,FALSE
2009,600,38,40,"Sub-Saharan Africa","LIC",516.902539255093,14316242,FALSE
2007,422,24,11,"Middle East & North Africa","LIC",1153.5364221845,24743946,FALSE
2013,767,38,79,"Sub-Saharan Africa","LIC",724.792350347061,11930899,FALSE
2004,16044,330,274,"Latin America & Caribbean","UMC",7168.97587232911,49491756,FALSE
2012,2106,58,34,"Sub-Saharan Africa","LMC",1041.65252315983,19319274,FALSE
2007,3716,177,79,"Middle East & North Africa","LMC",4665.96280134547,21425494,FALSE
2013,2124,90,85,"South Asia","LMC",1161.5343496373,27610325,FALSE
2018,28,2,3,"Europe & Central Asia","HIC",48464.5246477919,56367,FALSE
1999,34,1,3,"Latin America & Caribbean","UMC",2631.74356495405,336883,FALSE
2005,1374,56,40,"Europe & Central Asia","UMC",5291.57400354244,15484192,FALSE
2020,23308,1267,533,"Sub-Saharan Africa","UMC",6204.92990145846,55876504,FALSE
2006,1066,13,24,"Europe & Central Asia","UMC",2472.95725732287,15012984,FALSE
2004,211,8,15,"East Asia & Pacific","LMC",1119.98086164741,2494617,FALSE
2013,678,41,28,"Middle East & North Africa","HIC",39675.5664792121,1110343,FALSE
2020,47,4,2,"Sub-Saharan Africa","UMC",14398.770485777,1094524,FALSE
2016,189,26,32,NA,NA,NA,NA,FALSE
2007,1492,40,49,"Latin America & Caribbean","HIC",7149.37463386796,3336126,FALSE
2018,39128,991,712,"East Asia & Pacific","UMC",7001.78546023389,71307763,FALSE
2008,47844,1140,1262,"Europe & Central Asia","HIC",57610.0981801135,7912398,FALSE
2017,57,4,17,NA,NA,NA,NA,FALSE
2019,133,11,13,"Latin America & Caribbean","UMC",6001.02426184093,563947,FALSE
2013,37149,537,666,"Latin America & Caribbean","UMC",14613.0356486571,28717731,FALSE
2020,43590,849,324,"East Asia & Pacific","UMC",4151.22755440796,71127802,FALSE
2017,20158,282,226,"Middle East & North Africa","LMC",3477.83618091653,34680458,FALSE
1998,445,12,34,"Latin America & Caribbean","UMC",3423.00861403231,2596271,FALSE
2008,93575,576,602,"Latin America & Caribbean","UMC",9012.99945793034,190779453,FALSE
2014,30,1,0,"Latin America & Caribbean","HIC",75466.1365462205,395969,FALSE
2006,149,11,6,"Sub-Saharan Africa","UMC",6570.96326530919,615875,FALSE
2016,443,23,16,"Latin America & Caribbean","HIC",17023.6943646321,1345964,FALSE
2007,1634,65,85,"Europe & Central Asia","UMC",2144.38954419287,4094297,FALSE
2017,2015,79,52,"Latin America & Caribbean","HIC",23664.8823485096,3391662,FALSE
2009,10715,172,86,"Europe & Central Asia","UMC",6863.66706774052,7127822,FALSE
2013,3356,62,52,"Europe & Central Asia","UMC",11633.9985836418,3480986,FALSE
2020,33,5,5,"Sub-Saharan Africa","LMC",1357.26622888827,790986,FALSE
2018,454,25,3,"Sub-Saharan Africa","LMC",1242.77022029305,6456200,FALSE
2020,5363,97,112,"Europe & Central Asia","HIC",23817.8867320201,1322696,FALSE
2003,16,1,0,"Sub-Saharan Africa","LIC",221.2950856188,3455397,FALSE
2015,63863,877,938,"East Asia & Pacific","UMC",9555.66959336559,32804020,FALSE
2019,21515,866,713,"East Asia & Pacific","HIC",40315.3739510191,4599533,FALSE
2014,38395,503,414,"Europe & Central Asia","HIC",18083.8779056547,10568247,FALSE
2020,215,8,13,"Latin America & Caribbean","UMC",6690.04478601228,10881882,FALSE
1998,1454,57,47,"Europe & Central Asia","UMC",1210.5874393672,3860158,FALSE
2000,7,0,0,"East Asia & Pacific","UMC",1754.84187972624,478998,FALSE
2007,238094,4805,5403,"Europe & Central Asia","HIC",45612.7106221441,37065084,FALSE
2013,273,9,3,"Sub-Saharan Africa","LMC",757.692272561928,2516454,FALSE
2014,2416,83,58,"Sub-Saharan Africa","LIC",796.711139410077,35273570,FALSE
2015,4075,297,181,"Middle East & North Africa","HIC",62827.3969543275,2595166,FALSE
2002,495,18,18,"Europe & Central Asia","UMC",1229.00096132728,2911385,FALSE
2005,25,4,1,"East Asia & Pacific","HIC",8832.81851941832,205279,FALSE
2005,63,1,0,"Sub-Saharan Africa","LIC",247.54193564633,5350907,FALSE
2018,473,33,25,"East Asia & Pacific","UMC",3986.04901435439,918371,FALSE
2010,42253,1221,1092,"Europe & Central Asia","HIC",44184.946353964,11121341,FALSE
2007,63368,567,538,"Europe & Central Asia","HIC",11525.9007370991,78458928,FALSE
2019,737,23,22,"Sub-Saharan Africa","LIC",873.554887235302,8442580,FALSE
2000,169,22,13,"East Asia & Pacific","UMC",1760.66703430023,3060173,FALSE
2005,430,26,21,"Middle East & North Africa","LIC",7914.77149445229,26223391,FALSE
2017,3267,194,196,"Europe & Central Asia","UMC",6079.08873612077,3440027,FALSE
2003,845,92,24,"Middle East & North Africa","HIC",6742.82460298065,4504807,FALSE
2002,4647,153,156,"Europe & Central Asia","UMC",2283.84668494941,7503433,FALSE
2003,5372,105,64,"Europe & Central Asia","HIC",5499.42898911387,21336697,FALSE
2017,65695,2294,1945,"Europe & Central Asia","HIC",53791.5087298403,9923085,FALSE
2020,120,7,5,"Sub-Saharan Africa","LIC",244.14542219677,6156805,FALSE
2014,30,0,4,"East Asia & Pacific","HIC",13300.8246114811,59559,FALSE
2004,475,21,12,"Middle East & North Africa","HIC",24886.5805921909,406724,FALSE
2012,461,9,7,"Sub-Saharan Africa","LMC",1242.77022029305,50218185,FALSE
2019,21,0,11,"Sub-Saharan Africa","UMC",13776.9033327262,1144588,FALSE
2005,136,4,8,"Europe & Central Asia","UMC",2751.96028250318,1819141,FALSE
2005,18799,482,520,"Sub-Saharan Africa","UMC",9545.28672531477,66867327,FALSE
2009,24399,229,259,"Europe & Central Asia","HIC",8397.80917311457,19983693,FALSE
2000,175895,4198,4343,"Europe & Central Asia","HIC",28274.5045119699,82349925,FALSE
2016,251,19,16,"Latin America & Caribbean","UMC",6838.93674590634,10647244,FALSE
2002,200,13,11,"Europe & Central Asia","UMC",1861.89899780644,2007523,FALSE
2019,3698,59,66,"Latin America & Caribbean","HIC",17910.319154168,2987773,FALSE
2008,615763,3683,4538,"East Asia & Pacific","UMC",4550.47394361131,1317885000,FALSE
2015,300,17,17,"Sub-Saharan Africa","UMC",10366.3550754936,1247429,FALSE
2010,1507,47,67,"Sub-Saharan Africa","LMC",1654.17795876208,21120042,FALSE
1998,9,0,0,"Middle East & North Africa","LMC",514.692340729636,694920,FALSE
2006,1502,50,51,"South Asia","LMC",1047.19942781651,19673866,FALSE
2008,13,0,3,"East Asia & Pacific","LMC",1043.28142666295,1205813,FALSE
2017,813,47,37,"East Asia & Pacific","LMC",3919.35121343969,2902823,FALSE
2012,350,21,5,"Sub-Saharan Africa","UMC",10366.3550754936,1599978,FALSE
1998,5121,65,56,"Europe & Central Asia","HIC",5341.62894677002,3198231,FALSE
2016,39661,606,502,"Europe & Central Asia","HIC",22992.8793833348,10820883,FALSE
2008,138376,3878,3542,"North America","HIC",52635.1749580433,25334826,FALSE
2000,305,15,25,"Latin America & Caribbean","LMC",930.875684294239,9377388,FALSE
2013,1507,23,23,"Europe & Central Asia","LMC",2704.67718852896,28562400,FALSE
1999,744670,14775,16049,"North America","HIC",36329.9560727102,275854000,FALSE
2016,2568,216,156,"Europe & Central Asia","HIC",112726.439672814,620001,FALSE
2004,49,7,2,"Sub-Saharan Africa","LIC",247.54193564633,8567992,FALSE
2000,87767,2710,2829,"North America","HIC",20137.5912217673,21691653,FALSE
2012,35812,520,579,"Europe & Central Asia","HIC",18582.0893411631,10358076,FALSE
2004,273,15,2,"Europe & Central Asia","UMC",3124.60738926325,2026773,FALSE
2011,7175,132,114,"Europe & Central Asia","HIC",19186.359591641,5386406,FALSE
2007,13299,630,534,"East Asia & Pacific","HIC",31252.9625640673,4839396,FALSE
2019,88784,634,584,"Europe & Central Asia","HIC",15816.8204021382,37965475,FALSE
2013,792,19,16,"Europe & Central Asia","UMC",7387.87296917548,2134037,FALSE
1998,92,16,11,"East Asia & Pacific","HIC",15847.9302982406,439122,FALSE
2019,43996,808,695,"Europe & Central Asia","HIC",17617.2915057014,10928070,FALSE
1999,224,9,11,"Middle East & North Africa","HIC",10720.9058766396,384568,FALSE
2003,1146,100,42,"Europe & Central Asia","HIC",24959.259765625,1073873,FALSE
2009,10,3,0,NA,NA,NA,NA,FALSE
2004,928492,17046,13770,"North America","HIC",40366.8886650968,292805298,FALSE
2017,10975,463,408,"Latin America & Caribbean","UMC",8096.80150977513,41261490,FALSE
2015,16638,212,212,"Middle East & North Africa","LMC",3498.58276367188,34248603,FALSE
2003,162,5,8,"East Asia & Pacific","LMC",364.275301701492,5519707,FALSE
2018,3515,271,201,"Middle East & North Africa","HIC",46865.9645983676,2214465,FALSE
2007,15,0,3,"East Asia & Pacific","LMC",2155.78169026723,109462,FALSE
1999,175,17,13,"East Asia & Pacific","LMC",1029.96068881894,3134030,FALSE
2009,41598,922,923,"Europe & Central Asia","HIC",22242.406417972,10514844,FALSE
2005,1070,19,20,"Europe & Central Asia","UMC",1578.36733030667,2032544,FALSE
2001,23,2,8,"Sub-Saharan Africa","LIC",114.36700716216,60289422,FALSE
2000,1107,80,58,"Middle East & North Africa","LMC",4127.32005423634,4504807,FALSE
2014,52,6,6,"Sub-Saharan Africa","LMC",1608.68787502172,527521,FALSE
2010,855,23,24,"Middle East & North Africa","HIC",20093.2085805567,1362142,FALSE
1998,2990,78,75,"South Asia","LMC",410.048540904043,140912590,FALSE
2003,27,2,1,"Sub-Saharan Africa","LIC",225.953508013329,8838369,FALSE
2010,538,26,18,"Sub-Saharan Africa","LMC",1922.05857050664,32353588,FALSE
2016,37,0,2,"Sub-Saharan Africa","LIC",131.02323900236,6541755,FALSE
2007,14,2,1,"Latin America & Caribbean","UMC",8528.68208470429,173978,FALSE
2009,1760,93,43,"Europe & Central Asia","HIC",69495.7267376825,530946,FALSE
2011,130,17,26,NA,NA,NA,NA,FALSE
2018,23,3,1,"East Asia & Pacific","HIC",23687.2718520599,58230,FALSE
2005,303098,2035,2371,"East Asia & Pacific","HIC",38298.9801712303,127718000,FALSE
2018,36578,478,775,"Europe & Central Asia","HIC",19870.8012123403,10775971,FALSE
2010,1093,100,61,"Middle East & North Africa","HIC",45339.5851165809,3821362,FALSE
2014,23,5,2,"Sub-Saharan Africa","UMC",17644.5943045414,994971,FALSE
2011,114343,3688,2508,"East Asia & Pacific","HIC",56758.8692027821,23128129,FALSE
2008,141,15,9,"East Asia & Pacific","HIC",22205.3567709304,47785,FALSE
2005,37,6,3,"South Asia","LIC",664.59765601918,603234,FALSE
2001,1725,67,32,"Middle East & North Africa","HIC",8321.39386651557,1994530,FALSE
2004,211,17,10,"Latin America & Caribbean","UMC",1904.81367007224,14000190,FALSE
2014,80,7,1,"Sub-Saharan Africa","UMC",9255.36803467635,1502091,FALSE
2004,26,0,0,"Sub-Saharan Africa","LIC",323.841225769427,7057417,FALSE
1998,109,5,7,"East Asia & Pacific","LMC",512.819469988285,2405148,FALSE
2012,30129,367,379,"Europe & Central Asia","HIC",41222.6020004611,5266268,FALSE
2010,19743,660,635,"East Asia & Pacific","HIC",31252.9625640673,4384000,FALSE
2008,1654,26,22,"Europe & Central Asia","HIC",11420.9940032836,3524238,FALSE
2008,1650,51,46,"Sub-Saharan Africa","LMC",1419.5309032462,17113732,FALSE
2013,548,10,10,"Europe & Central Asia","UMC",7387.87296917548,620079,FALSE
2011,1551,94,36,"Latin America & Caribbean","UMC",12669.3411549351,2546402,FALSE
2009,34377,604,765,"Middle East & North Africa","HIC",30173.3615938856,7623600,FALSE
2019,134,7,8,"Latin America & Caribbean","HIC",6094.90983678918,759809,FALSE
2004,12219,532,411,"East Asia & Pacific","HIC",24928.1003722551,11020362,FALSE
2000,3,4,0,NA,NA,NA,NA,FALSE
2020,1,0,0,"East Asia & Pacific","HIC",10124.7006220945,47321,FALSE
1998,14279,182,181,"Europe & Central Asia","HIC",12475.2917701476,10266570,FALSE
2016,37,2,3,"Latin America & Caribbean","HIC",81398.3226276238,395976,FALSE
2006,622,29,17,"Latin America & Caribbean","HIC",20011.1482740497,1213645,FALSE
2008,293,22,10,"Latin America & Caribbean","HIC",16309.8860079404,401506,FALSE
2000,97,3,5,"Europe & Central Asia","UMC",949.576398205626,2997784,FALSE
2000,17941,608,579,"Latin America & Caribbean","UMC",7473.93237537911,99394288,FALSE
1998,10,3,0,"East Asia & Pacific","LMC",956.830581840066,570990,FALSE
2014,382,26,19,"Latin America & Caribbean","UMC",3044.8084324815,16087418,FALSE
2002,13,0,1,"Latin America & Caribbean","HIC",23991.7008043163,24323,FALSE
2009,823,44,18,"Sub-Saharan Africa","LIC",621.890271798117,13495463,FALSE
2020,238,31,20,"Sub-Saharan Africa","LMC",4021.4455564534,1142524,FALSE
1999,85,10,9,"Sub-Saharan Africa","UMC",2156.09024524858,832509,FALSE
2013,3375,182,88,"East Asia & Pacific","LMC",2558.77875834959,103031365,FALSE
2018,25949,970,866,"East Asia & Pacific","HIC",42796.4305818389,4934340,FALSE
2004,385,20,11,"Middle East & North Africa","UMC",1422.19088643544,3689099,FALSE
2003,12985,373,419,"Sub-Saharan Africa","UMC",4095.68370023032,49996094,FALSE
2003,1004,35,27,"South Asia","LMC",1060.1369431645,15417523,FALSE
2008,60,5,4,"Europe & Central Asia","HIC",47410.9556269077,27695,FALSE
2006,9565,66,68,"Europe & Central Asia","HIC",16744.5844516343,2000474,FALSE
2009,17,3,2,"Latin America & Caribbean","UMC",8528.68208470429,105281,FALSE
2010,53,7,4,"Middle East & North Africa","LMC",1322.72625083956,8101777,FALSE
2005,180,8,8,"Latin America & Caribbean","HIC",10685.2606122975,389131,FALSE
2014,24,2,0,"South Asia","UMC",7158.06142131359,71428,FALSE
1998,78,1,3,"Latin America & Caribbean","UMC",1436.76490433294,5026031,FALSE
2015,62861,1204,1023,"Europe & Central Asia","HIC",54230.3129029852,16445593,FALSE
2010,1093,59,29,"Europe & Central Asia","UMC",3143.0294799683,3951736,FALSE
2002,13,0,1,"East Asia & Pacific","UMC",2411.29135852311,18826,FALSE
2015,63863,1022,1037,"Latin America & Caribbean","UMC",8638.73913259299,121519221,FALSE
2000,175895,5894,6364,"Europe & Central Asia","HIC",23694.7604830673,59119673,FALSE
2018,473,25,7,"Latin America & Caribbean","UMC",7188.86361611271,6188132,FALSE
2013,219,6,6,"Latin America & Caribbean","HIC",16902.4923226589,164763,FALSE
2009,1311,37,52,"Sub-Saharan Africa","LIC",733.97287958981,13265331,FALSE
2019,32898,1365,1545,"Europe & Central Asia","HIC",47764.0715120833,8736668,FALSE
2001,14845,292,436,"Sub-Saharan Africa","UMC",5882.4214338638,37480493,FALSE
2001,25,3,6,"Sub-Saharan Africa","LMC",448.965332297245,4732022,FALSE
2005,47,3,9,"Middle East & North Africa","HIC",15371.2423035132,390087,FALSE
2017,8275,111,175,"Latin America & Caribbean","UMC",7078.86032298969,11328244,FALSE
